id,Medal,Beer Name,Brewery,City,County,State,Category,Year,Total Category Entries
262,Gold,Summerbrau,Utah Brewers Cooperative,Salt Lake City,Salt Lake,UT,Dortmunder or German Style Oktoberfest,2010,21
263,Gold,Miller Lite,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American Style Lager or Light Lager,2010,53
264,Gold,Hamm’s,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American Style Specialty Lager or Cream Ale,2010,42
265,Gold,Chuckanut Vienna Lager,Chuckanut Brewery,Bellingham,Norfolk,WA,Vienna Style Lager,2010,35
266,Gold,Flor Hosen,The Sandlot,Denver,Denver,CO,German Style Märzen,2010,41
267,Gold,Manana,Del Norte Brewing Co.,Denver,Denver,CO,American Style Amber Lager,2010,39
268,Gold,Dunkel,AC Golden,Golden,Jefferson,CO,European Style Dunkel,2010,19
269,Gold,Michelob AmberBock,Michelob Brewing Co.,Saint Louis,Gratiot,MO,American Style Dark Lager,2010,20
270,Gold,Redrock Black Bier,Redrock Brewing Co.,Salt Lake City,Salt Lake,UT,German Style Schwarzbier,2010,31
271,Gold,Hellats Good Beer,Pug Ryans Brewery,Dillon,Summit,CO,Bock,2010,36
272,Gold,Carbonator,Glenwood Canyon Brewing Co.,Glenwood Springs,Garfield,CO,German Style Doppelbock or Eisbock,2010,25
273,Gold,3 Dog Night,Chama River Brewing Co.,Albuquerque,Bernalillo,NM,Baltic Style Porter,2010,21
274,Gold,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,Tillamook,OR,Golden or Blonde Ale,2010,55
275,Gold,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,German Style Kölsch,2010,46
276,Gold,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,Cook,IL,English Style Summer Ale,2010,35
277,Gold,Mirror Pond Pale Ale,Deschutes Brewery,Bend,Tehama,OR,Classic English Style Pale Ale,2010,29
278,Gold,Beech Street Bitter,Pizza Port Carlsbad,Carlsbad,San Diego,CA,English Style India Pale Ale,2010,32
279,Gold,Mission Street Pale,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American Style Pale Ale,2010,109
280,Gold,Himalayan IPA,Yak and Yeti Brewpub,Arvada,Jefferson,CO,American Style Strong Pale Ale,2010,84
281,Gold,“Pseudo” IPA,Pizza Port San Clemente,San Clemente,Orange,CA,American Style India Pale Ale,2010,142
282,Gold,Doheny Double IPA,Pizza Port San Clemente,San Clemente,Orange,CA,Imperial India Pale Ale,2010,97
283,Gold,Red Nectar,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American Style Amber/Red Ale,2010,83
284,Gold,Lumberyard Imperial Red,Lumberyard Brewing Co.,Flagstaff,Coconino,AZ,Imperial Red Ale,2010,43
285,Gold,Business Time Mild,Boulder Beer Co.,Boulder,Boulder,CO,English Style Mild Ale,2010,27
286,Gold,Rio Blanco Pale Ale,Real Ale Brewing Co.,Blanco,San Juan,TX,Ordinary or Special Bitter,2010,47
287,Gold,GAR Pale Ale,Great American Restaurants,Centreville,Bibb,VA,Extra Special Bitter or Strong Bitter,2010,42
288,Gold,Highland Courage,Rock Bottom Breweries,Louisville,Barbour,CO,Scottish Style Ale,2010,22
289,Gold,Red Trolley Ale,Karl Strauss Brewing Co.,San Diego,San Diego,CA,Irish Style Red Ale,2010,23
290,Gold,Old Elk Brown Ale,Rock Bottom Breweries,Louisville,Barbour,CO,English Style Brown Ale,2010,46
291,Gold,Sweet Josie,LoneRider Brewing Co.,Raleigh,Levy,NC,American Style Brown Ale,2010,47
292,Gold,Turmoil,Barley Brown’s Brew Pub,Baker City,Baker,OR,American Style India Black Ale,2010,53
293,Gold,GestAlt,Haverhill Brewery,Haverhill,Palm Beach,MA,German Style Altbier,2010,37
294,Gold,Berliner Weisse,Snake River Brewing,Jackson,Clarke,WY,German Style Sour Ale,2010,23
295,Gold,Stoudts Heifer In Wheat,Stoudt Brewing Co.,Adamstown,Frederick,PA,South German Style Hefeweizen,2010,65
296,Gold,Hefelightzen,BJ’s Restaurant & Brewery,Huntington Beach,Orange,CA,German Style Wheat Ale,2010,29
297,Gold,TAPS Belgian White,TAPS Fish House & Brewery,Brea,Orange,CA,Belgian Style Witbier,2010,45
298,Gold,Saison Vautour,McKenzie Brew House,Malvern,Geneva,PA,French  and Belgian Style Saison,2010,52
299,Gold,Allagash Blonde,Allagash Brewing Co.,Portland,Ashley,ME,Belgian  and French Style Ale,2010,46
300,Gold,Oude Tart,The Bruery,Placentia,Orange,CA,Belgian Style Lambic or Sour Ale,2010,33
301,Gold,Nectar Des Dieux,Bastone Brewery,Royal Oak,Talbot,MI,Belgian Style Abbey Ale,2010,76
302,Gold,Revelations,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Belgian Style Strong Specialty Ale,2010,54
303,Gold,Total Disorder Porter,Ram Production Brewery,Tacoma,La Plata,WA,Brown Porter,2010,33
304,Gold,Pig Iron Porter,Iron Hill Brewery & Restaurant,Wilmington,New Castle,DE,Robust Porter,2010,53
305,Gold,Hyde Park Stout,Augusta Brewing Co.,Washington,Hempstead,MO,Classic Irish Style Dry Stout,2010,23
306,Gold,Fade to Black,Left Hand Brewing Co.,Longmont,Boulder,CO,Foreign Style Stout,2010,33
307,Gold,Liberty Stout,Gella’s Diner and Lb. Brewing Co.,Hays,Ellis,KS,American Style Stout,2010,27
308,Gold,Kickstart Stout,Barley Brothers Brewery & Grill,Lake Havasu City,Mohave,AZ,Sweet Stout,2010,29
309,Gold,Backside Stout,Steamworks Brewing Co.,Durango,La Plata,CO,Oatmeal Stout,2010,39
310,Gold,Russian Imperial Stout,Iron Hill Brewery & Restaurant,Wilmington,New Castle,DE,Imperial Stout,2010,50
311,Gold,Reed’s Wee Heavy,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Scotch Ale,2010,34
312,Gold,Fourth Dementia Olde Ale,Kuhnhenn Brewing Co.,Warren,Bradley,MI,Old Ale or Strong Ale,2010,38
313,Gold,Flying Mouflan,Troegs Brewery,Harrisburg,Poinsett,PA,Barley Wine Style Ale,2010,57
314,Silver,Shredders Wheat,Barley Brown’s Brew Pub,Baker City,Baker,OR,American Style Wheat Beer,2010,23
315,Silver,American Hefeweizen,Flat Branch Pub and Brewery,Columbia,Houston,MO,American Style Wheat Beer With Yeast,2010,43
316,Silver,Apricot Ale,Pyramid Breweries,Seattle,King,WA,Fruit Beer,2010,75
317,Silver,Dark o’ the Moon,Elysian Brewing Co.,Seattle,King,WA,Field Beer,2010,28
318,Silver,Stone Smoked Porter with Chipotle,Stone Brewing Co.,Escondido,San Diego,CA,Herb and Spice or Chocolate Beer,2010,91
319,Silver,Coffee Monster,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Coffee Flavored Beer,2010,52
320,Silver,Coconut Porter,Pagosa Brewing Co.,Pagosa Springs,Archuleta,CO,Specialty Beer,2010,23
321,Silver,Portsmouth Brewery Rye Not,Portsmouth Brewery,Portsmouth,Shelby,NH,Rye Beer,2010,32
322,Silver,Truck Stop Honey Brown Ale,Back Forty Beer Co.,Gadsden,Etowah,AL,Specialty Honey Beer,2010,24
323,Silver,Endurance IPA Jr.,Founders Brewing Co.,Grand Rapids,Kent,MI,Session Beer,2010,30
324,Silver,Panzer Pilsner,Port Brewing Co.,San Marcos,San Diego,CA,Other Strong Beer,2010,48
325,Silver,Estate Homegrown Ale,Sierra Nevada Brewing Co.,Chico,Butte,CA,Experimental Beer,2010,43
326,Silver,Mötley Brüe RyePA,Four Peaks Brewing Co.,Tempe,Maricopa,AZ,Out of Category – Traditionally Brewed Beer,2010,66
327,Silver,Gluten Free,Deschutes Brewery,Bend,Tehama,OR,Gluten Free Beer,2010,13
328,Silver,Simcoe Silly,Kuhnhenn Brewing Co.,Warren,Bradley,MI,American Belgo Style Ale,2010,47
329,Silver,Eric’s Ale,New Belgium Brewing Co.,Fort Collins,Larimer,CO,American Style Sour Ale,2010,39
330,Silver,Humidor India Pale Ale,Cigar City Brewing,Tampa,Hillsborough,FL,Wood  and Barrel Aged Beer,2010,32
331,Silver,HE’BREW RIPA on RYE,Shmaltz Brewing Co.,San Francisco,San Francisco,CA,Wood  and Barrel Aged Strong Beer,2010,77
332,Silver,Remy,TAPS Fish House & Brewery,Brea,Orange,CA,Wood  and Barrel Aged Strong Stout,2010,34
333,Silver,Temptation,Russian River Brewing Co.,Santa Rosa,Pima,CA,Wood  and Barrel Aged Sour Beer,2010,54
334,Silver,Cherry Baltic,Bend Brewing Co.,Bend,Tehama,OR,Aged Beer,2010,30
335,Silver,Kellerbier,Triumph Brewing Co. of Philadelphia,Philadelphia,Neshoba,PA,Kellerbier/Zwickelbier,2010,24
336,Silver,Yazoo SUE,Yazoo Brewing Co.,Nashville,Howard,TN,Smoked Beer,2010,38
337,Silver,Random Luck,The Sandlot,Denver,Denver,CO,American Style or International Style Pilsener,2010,27
338,Silver,German Pilsner,AC Golden,Golden,Jefferson,CO,German Style Pilsener,2010,48
339,Silver,Golden Pilsner,Morgan Street Brewery,Saint Louis,Gratiot,MO,Bohemian Style Pilsener,2010,42
340,Silver,Longboard Island Lager,Kona Brewing Co.,Kailua-Kona,Honolulu,HI,Munich Style Helles,2010,42
341,Silver,Noble Stuff Export,Dry Dock Brewing Co.,Aurora,Adams,CO,Dortmunder or German Style Oktoberfest,2010,21
342,Silver,Old Milwaukee,Pabst Brewing Co.,Woodridge,DuPage,IL,American Style Lager or Light Lager,2010,53
343,Silver,Rainier,Pabst Brewing Co.,Woodridge,DuPage,IL,American Style Specialty Lager or Cream Ale,2010,42
344,Silver,Clueless Beer Writer,The Sandlot,Denver,Denver,CO,Vienna Style Lager,2010,35
345,Silver,Oh! Fest!,Morgan Territory Brewing,Antioch,Contra Costa,CA,German Style Märzen,2010,41
346,Silver,Schell’s Oktoberfest,August Schell Brewing Co.,New Ulm,Brown,MN,American Style Amber Lager,2010,39
347,Silver,Dunkel Lager,Triumph Brewing Co. of Philadelphia,Philadelphia,Neshoba,PA,European Style Dunkel,2010,19
348,Silver,Annie Schwarz,Haverhill Brewery,Haverhill,Palm Beach,MA,German Style Schwarzbier,2010,31
349,Silver,Troegenator,Troegs Brewery,Harrisburg,Poinsett,PA,Bock,2010,36
350,Silver,Gordon Biersch Eisbock,Gordon Biersch Brewery Restaurants,Chattanooga,Mercer,TN,German Style Doppelbock or Eisbock,2010,25
351,Silver,Collaborative Evil - Triple Rock,Triple Rock Brewery and Alehouse,Berkeley,Alameda,CA,Baltic Style Porter,2010,21
352,Silver,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Golden or Blonde Ale,2010,55
353,Silver,Colorado Kolsch,Steamworks Brewing Co.,Durango,La Plata,CO,German Style Kölsch,2010,46
354,Silver,Pacific Daylight,Dale Bros. Brewery,Upland,San Bernardino,CA,English Style Summer Ale,2010,35
355,Silver,Summit Extra Pale Ale,Summit Brewing Co.,Saint Paul,Aleutians West,MN,Classic English Style Pale Ale,2010,29
356,Silver,Illusion Dweller,Mountain Sun Pub and Brewery,Boulder,Boulder,CO,English Style India Pale Ale,2010,32
357,Silver,Pale 31,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American Style Pale Ale,2010,109
358,Silver,IPA Nectar,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,American Style Strong Pale Ale,2010,84
359,Silver,Head Hunter IPA,Fat Head’s Brewery & Saloon,North Olmsted,Cuyahoga,OH,American Style India Pale Ale,2010,142
360,Silver,Hop Crisis!,21st Amendment Brewery,San Francisco,San Francisco,CA,Imperial India Pale Ale,2010,97
361,Silver,Hop Back Amber Ale,Troegs Brewery,Harrisburg,Poinsett,PA,American Style Amber/Red Ale,2010,83
362,Silver,Red Eye PA,The Brew Kettle Production Works,Strongsville,Cuyahoga,OH,Imperial Red Ale,2010,43
363,Silver,Skidmark Brown,Pizza Port Ocean Beach,San Diego,San Diego,CA,English Style Mild Ale,2010,27
364,Silver,DBA,Firestone Walker Brewing Co.,Paso Robles,San Luis Obispo,CA,Ordinary or Special Bitter,2010,47
365,Silver,Saint Arnold Elissa IPA,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,Extra Special Bitter or Strong Bitter,2010,42
366,Silver,Saint Arnold Oktoberfest,Saint Arnold Brewing Co.,Houston,Matanuska-Susitna,TX,Scottish Style Ale,2010,22
367,Silver,River Falls Red Ale,Thomas Creek Brewery,Greenville,Butler,SC,Irish Style Red Ale,2010,23
368,Silver,Good Grief Brown,Pizza Port Carlsbad,Carlsbad,San Diego,CA,English Style Brown Ale,2010,46
369,Silver,Redrock Nut Brown Ale,Redrock Brewing Co,Salt Lake City,Salt Lake,UT,American Style Brown Ale,2010,47
370,Silver,Go Figure,Big Rock Chop House & Brewery,Birmingham,Jefferson,MI,American Style India Black Ale,2010,53
371,Silver,Bismarck Altbier,Dry Dock Brewing Co.,Aurora,Adams,CO,German Style Altbier,2010,37
372,Silver,Tiny Bubbles,Hollister Brewing Co.,Goleta,Santa Barbara,CA,German Style Sour Ale,2010,23
373,Silver,U-Boat Hefeweizen,Dry Dock Brewing Co.,Aurora,Adams,CO,South German Style Hefeweizen,2010,65
374,Silver,Wowzenbock,Deschutes Brewery,Bend,Tehama,OR,German Style Wheat Ale,2010,29
375,Silver,Whale Tail Wit,Dry Dock Brewing Co.,Aurora,Adams,CO,Belgian Style Witbier,2010,45
376,Silver,Colette,Great Divide Brewing Co.,Denver,Denver,CO,French  and Belgian Style Saison,2010,52
377,Silver,Bastogne Blonde Ale,Rock Bottom Breweries,Louisville,Barbour,CO,Belgian  and French Style Ale,2010,46
378,Silver,Coolship Resurgam,Allagash Brewing Co.,Portland,Ashley,ME,Belgian Style Lambic or Sour Ale,2010,33
379,Silver,Golden Slumber,Sun King Brewing Co.,Indianapolis,Marion,IN,Belgian Style Abbey Ale,2010,76
380,Silver,Brother David’s Double,Anderson Valley Brewing Co.,Boonville,Mendocino,CA,Belgian Style Strong Specialty Ale,2010,54
381,Silver,St. Charles Porter,Blackstone Brewing Co.,Nashville,Howard,TN,Brown Porter,2010,33
382,Silver,Moonlight Porter,Rock Bottom Breweries,Louisville,Barbour,CO,Robust Porter,2010,53
383,Silver,McLuhr’s Irish Stout,Dillon DAM Brewery,Dillon,Summit,CO,Classic Irish Style Dry Stout,2010,23
384,Silver,Whiteface Stout,Great Adirondack Brewing Co.,Lake Placid,Highlands,NY,Foreign Style Stout,2010,33
385,Silver,Disorder Stout,Barley Brown’s Brew Pub,Baker City,Baker,OR,American Style Stout,2010,27
386,Silver,Oil Change Stout,Flat Branch Pub and Brewery,Columbia,Houston,MO,Sweet Stout,2010,29
387,Silver,Naked Oatmeal Stout,Rock Bottom Breweries,Louisville,Barbour,CO,Oatmeal Stout,2010,39
388,Silver,Night Rider Imperial Stout,Pizza Port Carlsbad,Carlsbad,San Diego,CA,Imperial Stout,2010,50
389,Silver,Wee Willy Scotch Ale,McCoy’s Public House & Brewkitchen,Kansas City,Wyandotte,MO,Scotch Ale,2010,34
390,Silver,Curmudgeon,Founders Brewing Co.,Grand Rapids,Kent,MI,Old Ale or Strong Ale,2010,38
391,Silver,Old #23 Barley Wine,Bristol Brewing Co.,Colorado Springs,El Paso,CO,Barley Wine Style Ale,2010,57
392,Bronze,County Seat Wheat,Blind Tiger Brewery & Restaurant,Topeka,Mason,KS,American Style Wheat Beer,2010,23
393,Bronze,Hefeweizen,Widmer Brothers Brewing Co.,Portland,Ashley,OR,American Style Wheat Beer With Yeast,2010,43
394,Bronze,Raspberry Tart,New Glarus Brewing Co.,New Glarus,Green,WI,Fruit Beer,2010,75
395,Bronze,Imperial Pumpkin Ale,Weyerbacher Brewing Co.,Easton,Fresno,PA,Field Beer,2010,28
396,Bronze,Super Chili Pepper Madness,Mad River Brewing Co.,Blue Lake,Humboldt,CA,Herb and Spice or Chocolate Beer,2010,91
397,Bronze,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,Boulder,CO,Coffee Flavored Beer,2010,52
398,Bronze,Hazelnut Brown Nectar,Rogue Ales,Newport,Jackson,OR,Specialty Beer,2010,23
399,Bronze,Roggenbier,Bear Republic Brewing Co.,Healdsburg,Sonoma,CA,Rye Beer,2010,32
400,Bronze,Samuel Adams Honey Porter,Boston Beer Co.,Boston,Thomas,MA,Specialty Honey Beer,2010,24
401,Bronze,King’s Peak Porter,Uinta Brewing Co.,Salt Lake City,Salt Lake,UT,Session Beer,2010,30
402,Bronze,Imperial Oatmeal Stout,Boundary Bay Brewery,Bellingham,Norfolk,WA,Other Strong Beer,2010,48
403,Bronze,Wild Lemon Wheat,Great Basin Brewing Co.,Sparks,Cook,NV,Experimental Beer,2010,43
404,Bronze,Hot Rocks Lager,Port Brewing Co.,San Marcos,San Diego,CA,Out of Category – Traditionally Brewed Beer,2010,66
405,Bronze,3R Raspberry Ale,New Planet Beer Co.,Boulder,Boulder,CO,Gluten Free Beer,2010,13
406,Bronze,Pete’s Support Belgian IPA,FireHouse Grill & Brewery,Sunnyvale,Santa Clara,CA,American Belgo Style Ale,2010,47
407,Bronze,Red Poppy,The Lost Abbey,San Marcos,San Diego,CA,American Style Sour Ale,2010,39
408,Bronze,Bluegrass Brown,Thunder Canyon Brewery,Tucson,Pima,AZ,Wood  and Barrel Aged Beer,2010,32
409,Bronze,Melange a Trois,Nebraska Brewing Co.,Papillion,Sarpy,NE,Wood  and Barrel Aged Strong Beer,2010,77
410,Bronze,Bourbon County Brand Stout,Goose Island Beer Co.,Chicago,Cook,IL,Wood  and Barrel Aged Strong Stout,2010,34
411,Bronze,The Jaspers,Bullfrog Brewery,Williamsport,Warren,PA,Wood  and Barrel Aged Sour Beer,2010,54
412,Bronze,Bell’s Expedition Stout,1995 Bell’s Brewery Inc.,Galesburg,Knox,MI,Aged Beer,2010,30
413,Bronze,Summer Teeth,Columbus Brewing Co.,Columbus,Muscogee,OH,Kellerbier/Zwickelbier,2010,24
414,Bronze,Gordon Biersch Rauchbier,Gordon Biersch Brewery Restaurants,Chattanooga,Mercer,TN,Smoked Beer,2010,38
415,Bronze,Gold Country Pilsner,Auburn Alehouse,Auburn,Lee,CA,American Style or International Style Pilsener,2010,27
416,Bronze,Chuckanut Pilsner,Chuckanut Brewery,Bellingham,Norfolk,WA,German Style Pilsener,2010,48
417,Bronze,Bridge Creek Pilsner,Silver Moon Brewing,Bend,Tehama,OR,Bohemian Style Pilsener,2010,42
418,Bronze,Cowboy Lager,The Covey Restaurant & Brewery,Fort Worth,Tarrant,TX,Munich Style Helles,2010,42
419,Bronze,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,Clarke,WY,Dortmunder or German Style Oktoberfest,2010,21
420,Bronze,Miller Genuine Draft,Miller Brewing Co.,Milwaukee,Milwaukee,WI,American Style Lager or Light Lager,2010,53
421,Bronze,Old Style,Pabst Brewing Co.,Woodridge,DuPage,IL,American Style Specialty Lager or Cream Ale,2010,42
422,Bronze,Heavy Seas Marzen,Clipper City Brewing Co.,Baltimore,Baltimore (city),MD,Vienna Style Lager,2010,35
423,Bronze,Munsterfest,Three Floyds Brewing Co LLC,Munster,Lake,IN,German Style Märzen,2010,41
424,Bronze,Foothills Oktoberfest,Foothills Brewing,Winston-Salem,Forsyth,NC,American Style Amber Lager,2010,39
425,Bronze,Dark Side Lager,C.B. Potts Restaurant & Brewery (Fort Collins),Fort Collins,Larimer,CO,European Style Dunkel,2010,19
426,Bronze,Schwarzbier,AC Golden,Golden,Jefferson,CO,American Style Dark Lager,2010,20
427,Bronze,TAPS Schwarzbier,TAPS Fish House & Brewery,Brea,Orange,CA,German Style Schwarzbier,2010,31
428,Bronze,Maibock,Ram Restaurant & Brewery - Salem,Salem,Lee,OR,Bock,2010,36
429,Bronze,Dominator Dopplebock,Sun King Brewing Co.,Indianapolis,Marion,IN,German Style Doppelbock or Eisbock,2010,25
430,Bronze,Reverend Potter’s Baltic Porter,The Prodigal Brewery,Effingham,Effingham,NH,Baltic Style Porter,2010,21
431,Bronze,Heavy Seas Gold Ale,Clipper City Brewing Co.,Baltimore,Baltimore (city),MD,Golden or Blonde Ale,2010,55
432,Bronze,Kolsch 151,Blue Mountain Brewery,Afton,San Bernardino,VA,German Style Kölsch,2010,46
433,Bronze,Sandbagger Gold,Montana Brewing Co.,Billings,Christian,MT,English Style Summer Ale,2010,35
434,Bronze,Ska Special,Ska Brewing Co.,Durango,La Plata,CO,Classic English Style Pale Ale,2010,29
